date,rebalanced,turnover,SPY,IWD,IWF,IWM,EFA,EEM,VWO,TLT,IEF,LQD,HYG,GLD,SLV,VNQ,DBC,USO
2010-04-30,true,1.15584144206275,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-05-28,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-06-30,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-07-30,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-08-31,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-09-30,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-10-29,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-11-30,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2010-12-31,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-01-31,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-02-28,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-03-31,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-04-29,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-05-31,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-06-30,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-07-29,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-08-31,false,0.0,0.0,0.011545364907192837,0.07644547493724078,0.01644998268223867,0.0,0.0,0.0,0.2687298275801118,0.3,0.06303916414448367,0.11387721382808454,0.13082904054145425,0.0,0.0,0.01908393137919348,0.0
2011-09-30,true,0.4657709335117765,0.0,0.011545364907192837,0.025085329668762764,0.016080204792876782,0.0,0.0,0.0,0.13880543421459193,0.3,0.23688753417303082,0.17291431055542564,0.07959789030892575,0.0,0.0,0.01908393137919348,0.0
2011-10-31,true,0.19614878085333692,0.0,0.011545364907192837,0.006054545917535855,0.008165561496945884,0.0,0.0,0.0,0.06767647083508127,0.3,0.26733051234043914,0.24054572281468578,0.07959789030892575,0.0,0.0,0.01908393137919348,0.0
2011-11-30,false,0.0,0.0,0.011545364907192837,0.006054545917535855,0.008165561496945884,0.0,0.0,0.0,0.06767647083508127,0.3,0.26733051234043914,0.24054572281468578,0.07959789030892575,0.0,0.0,0.01908393137919348,0.0
2011-12-30,false,0.0,0.0,0.011545364907192837,0.006054545917535855,0.008165561496945884,0.0,0.0,0.0,0.06767647083508127,0.3,0.26733051234043914,0.24054572281468578,0.07959789030892575,0.0,0.0,0.01908393137919348,0.0
2012-01-31,true,0.10672214000218075,0.0,0.0,0.0025311583474885413,0.0,0.0,0.0,0.0,0.06250599405950796,0.3,0.26733051234043914,0.24054572281468578,0.054641611057594706,0.0,0.0,0.07244500138028384,0.0
2012-02-29,false,0.0,0.0,0.0,0.0025311583474885413,0.0,0.0,0.0,0.0,0.06250599405950796,0.3,0.26733051234043914,0.24054572281468578,0.054641611057594706,0.0,0.0,0.07244500138028384,0.0
2012-03-30,false,0.0,0.0,0.0,0.0025311583474885413,0.0,0.0,0.0,0.0,0.06250599405950796,0.3,0.26733051234043914,0.24054572281468578,0.054641611057594706,0.0,0.0,0.07244500138028384,0.0
2012-04-30,false,0.0,0.0,0.0,0.0025311583474885413,0.0,0.0,0.0,0.0,0.06250599405950796,0.3,0.26733051234043914,0.24054572281468578,0.054641611057594706,0.0,0.0,0.07244500138028384,0.0
2012-05-31,true,0.11669301309412553,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
2012-06-29,false,0.0,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
2012-07-31,false,0.0,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
2012-08-31,false,0.0,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
2012-09-28,false,0.0,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
2012-10-31,false,0.0,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
2012-11-30,false,0.0,0.029431029641991797,0.0,0.0,0.0,0.0,0.0,0.0,0.061919929250039696,0.3,0.26733051234043914,0.26946119971975674,0.0,0.0,0.0,0.07185732904777259,0.0
